,source,album,artist,date,review,score
3924,Rolling Stone,fine-line,harry-styles,"Dec 11, 2019","
                                it’s streamlined partyready primarycolors take enduring concept rock  roll starman it’s also much fun anyone short bruno mars band days
                            ",8.0
3925,DIY Magazine,fine-line,harry-styles,"Dec 10, 2019","
                                fine line compelling document artist coming life
                            ",8.0
3926,New Musical Express (NME),fine-line,harry-styles,"Dec 10, 2019","
                                part though styles’ second album total joy it’s elegant combination exboybander’s influences slick modern pop roguish charm
                            ",8.0
3927,The Independent (UK),fine-line,harry-styles,"Dec 10, 2019","
                                may notreach pinnacle sex sadness fine line fine album nonetheless
                            ",8.0
3928,The Line of Best Fit,fine-line,harry-styles,"Dec 13, 2019","
                                fine line solid playful pop album matters less status source uncomplicated comfort affirmation everything feels hopeless pop music feels frivolous there’s joy frivolity deep meaning joy
                            ",7.5
3929,Paste Magazine,fine-line,harry-styles,"Dec 17, 2019","
                                fine line entirely inoffensive it’s also openended maybe questions reward maybe harry styles wants keep us guessing
                            ",7.3
3930,Consequence of Sound,fine-line,harry-styles,"Dec 16, 2019","
                                styles confident precise songwriter fine line debut even progress incremental rather exponential 
                            ",6.7
3931,Q Magazine,fine-line,harry-styles,"Dec 17, 2019","
                                free shackles hobbled debut styles manages show personality especially vampire weekendstyle sunflower vol  shame cant quite keep ambition feb  p
                            ",6.0
3932,The Observer (UK),fine-line,harry-styles,"Dec 16, 2019","
                                fine line confident step styles’s whimsical musical adventure
                            ",6.0
3933,AllMusic,fine-line,harry-styles,"Dec 13, 2019","
                                certainly talks like wants make music stands test time really matters people thats ever going happen hell need make records go beyond pleasant enjoyable despite handful songs touch potential greatness fine line isnt quite yet
                            ",6.0
3934,The Telegraph (UK),fine-line,harry-styles,"Dec 13, 2019","
                                songs charming inconsequential resolutely oldfashioned drawing influences offbeat singersongwriters certain vintage 
                            ",6.0
3935,Pitchfork,fine-line,harry-styles,"Dec 13, 2019","
                                actual sound fine line incredible songs least one great moment grab hold  music wades mystic songwriting pointedly not styles doesn’t imagination bowie another poprock touchpoint fleetwood mac took lives transfigured cosmic fantasia victorian grandeur 
                            ",6.0
3936,PopMatters,heavy-is-the-head,stormzy,"Jan 21, 2020","
                                album gets better successive listens 
                            ",9.0
3937,Clash Music,heavy-is-the-head,stormzy,"Dec 13, 2019","
                                heavy head absolutely hits park it’s winning mix grime bangers radio friendly singing last time crucially it’s better making sure work together project  tracks might seem like lot almost every one classic it’s hard care
                            ",9.0
3938,Under The Radar,heavy-is-the-head,stormzy,"Dec 30, 2019","
                                heavy head throne never taken lightly instead stormzy delivers one introspective prayerful works year solidifying elite status hiphop
                            ",8.0
3939,AllMusic,heavy-is-the-head,stormzy,"Dec 18, 2019","
                                enjoyable overall gang signs heavy head wellrounded mix toughness sentimentality another rightful triumph
                            ",8.0
3940,Mojo,heavy-is-the-head,stormzy,"Dec 17, 2019","
                                save saggy mehish collaborations mining genres sparky yet spiritual blend bumrushing hard bangers deep soul dives underscores threedimensional star quality feb  p
                            ",8.0
